title,company,skills,Type,Duration,experience_level,salary,date_posted,city,governorate,country
technical office engineer,tma for industrial supplies,"civil engineering, civil design, engineering, technical office, autocad, electrical engineering, mechanical engineering",on-site,full time,entry level,,2 months ago,nasr city, cairo, egypt
art director,yzh,"digital marketing, communication, project coordination, account management, customer service, management, marketing, project management",on-site,full time,manager,,2 months ago,new cairo, cairo, egypt
graphic designer / video editor,renewable energy pros,"adobe photoshop, graphic design, video editing, photo editing, marketing communication, digital marketing, online marketing",on-site,full time,entry level,,2 months ago,new cairo, cairo, egypt
"administrative assistant, office of ceo",su tech - elsewedy university,"administration, microsoft office, office management, management",on-site,full time,experienced,,2 months ago,10th of ramadan city, sharqia, egypt
sales teamleader,icpm,"sales, outdoor sales, sales plan, sales planning",on-site,full time,experienced,,2 months ago,badr city, cairo, egypt
sales teamleader,sira real estate,"real estate, sales, sales target",on-site,full time,manager,,2 months ago,san stefano, alexandria, egypt
sales & marketing executive,confidential,"marketing, sales, sales target, business administration, communication, digital marketing, microsoft office, real estate",on-site,full time,entry level,,2 months ago,cairo,cairo, egypt
sales section head,icpm,"senior sales rep, outdoor sales, sales supervisor",on-site,full time,experienced,,2 months ago,badr city, cairo, egypt
sqc interpreter specialist (chinese speaker),etisal for advanced industries,"quality control, quality management, quality assurance, qc, quality auditing, international software testing qualifications board",on-site,full time,entry level,,2 months ago,6th of october, giza, egypt
maintenance engineer,etisal for advanced industries,"engineering, maintenance",on-site,full time,entry level,,2 months ago,6th of october, giza, egypt
hardware test engineer,etisal for advanced industries,"automated testing, test planning, root cause analysis, technical documentation, problem solving, quality assurance, electronics testing, manual testing, team collaboration",on-site,full time,entry level,,2 months ago,6th of october, giza, egypt
quality engineer,etisal for advanced industries,"lean six sigma, six sigma, quality control, quality assurance, quality auditing, quality management, quality analysis",on-site,full time,entry level,,2 months ago,6th of october, giza, egypt
procurement manager,orient group,"procurement, purchasing, supply chain, import, food import, manufacturing industry, raw materials, food manufacturing",on-site,full time,manager,,2 months ago,mansheya, alexandria, egypt
junior graphic designer,innovera for education technology,"3d studio max, graphic design, animation, adobe photoshop",on-site,full time,entry level,,2 months ago,new cairo, cairo, egypt
accountant,confidential,"accounting, finance, tax preparation, bookkeeping, microsoft excel, erp systems, general ledger management, financial analysis, budgeting",on-site,full time,experienced,,2 months ago,heliopolis, cairo, egypt
retail sales-agent,gold era,"customer service, retail sales, sales, retail, sales target",on-site,full time,experienced,,2 months ago,mansoura, dakahlia, egypt
sme's senior relationship manager,aman,"accounting, finance, sales, banking, business development, client relationships, customer service, financial",on-site,full time,experienced,,2 months ago,maadi, cairo, egypt
site engineer,quantum automatic systems,"civil engineering, construction, engineering, autocad",on-site,full time,experienced,,2 months ago,heliopolis, cairo, egypt
cyber security consultant l2,fixed solutions,"engineering, security, information technology (it)",hybrid,full time,experienced,,2 months ago,cairo,cairo, egypt
jira administrator,tekthar,"atlassian jira, jira service management (jsm), jira query language (jql), workflow customization, user management & access control, api & plugins integration, system administration, troubleshooting",remote,full time,experienced,,2 months ago,cairo,cairo, egypt
inventory accountant,cairoscan,"accounting, financial analysis, finance, inventory management, logistics, supply chain management, microsoft excel, erp systems",on-site,full time,entry level,,2 months ago,haram, giza, egypt
senior talent acquisition specialist,billqode,"human resources (hr), recruitment, talent acquisition, interviewing",on-site,full time,experienced,,2 months ago,sheraton, cairo, egypt
senior ai engineer,lavaloon,"ai, computer science, engineering, information technology (it), software development, artificial intelligence (ai), machine learning (ml), large language models (llms)",on-site,full time,experienced,,2 months ago,nasr city, cairo, egypt
accountant,el-ashker financial consulting,"accounting, finance, financial analysis, financial management, accounting software, commerce, erp, financial, financial reports",on-site,full time,experienced,,2 months ago,maadi, cairo, egypt
seo & web content manager,nina june,"content management, management, marketing, social media, seo, digital marketing, design, google analytics",hybrid,part time,manager,,2 months ago,manial, cairo, egypt
marketer,sphinx 365,"e-marketing, social media, marketing, creative, content marketing, writing",on-site,full time,entry level,,2 months ago,nasr city, cairo, egypt
sales associate,koroot,"sales, sales target, marketing, business development, communication, crm, customer service, startup",on-site,full time,entry level,,2 months ago,cairo,cairo, egypt
product designer - furniture,riadco 2000,"applied arts, 3d max, illustrator, product design, rhino, furniture, autocad",on-site,full time,experienced,,2 months ago,obour city, cairo, egypt
organizational and development supervisor.,valmore holding,"human resources (hr), organizational development, od, performance management, administration, business administration, development, human resources, hr",on-site,full time,experienced,,2 months ago,new cairo, cairo, egypt
sales/vm specialist,confidential,"customer service, sales, communication, management, crm, marketing, microsoft office",on-site,full time,entry level,,2 months ago,maadi, cairo, egypt
organizational development manager,valmore holding,"human resources (hr), od, performance management, administration, business administration, business development, development, information technology (it), hr",on-site,full time,manager,,2 months ago,new cairo, cairo, egypt
software sales specialist,lavaloon,"customer service, sales, sales target, software sales, crm software, erp sales, erp software",on-site,full time,experienced,,2 months ago,nasr city, cairo, egypt
operations manager,shaaban,"leadership management, supply management, inventory management, team management, problem solving, decision making, process optimization skills., the ability to motivate and oversee staff effectively",on-site,full time,manager,,2 months ago,max, alexandria, egypt
executive secretary,confidential,"administration, office management, microsoft office, communication, management, erp",on-site,full time,entry level,,2 months ago,mohandessin, giza, egypt
ai content creator,yzh,"marketing, social media, writing, content writing, copywriting, content creation, research",on-site,full time,experienced,,2 months ago,new cairo, cairo, egypt
change management coordinator,riseup (endemag for administrative skills development),"change management, project management, management, programming, computer science, information technology (it), sql, engineering",hybrid,full time,manager,,2 months ago,maadi, cairo, egypt
treasury manager,igi-group,"accounting, treasury management, financial reporting, cash flow forecasting, risk management, financial analysis, compliance, sap, microsoft excel",on-site,full time,manager,,2 months ago,sheikh zayed, giza, egypt
procurement engineer,ietos,"procurement management, supply chain optimization, market research, erp/procurement software, analytical thinking, supplier negotiation, mechanical power engineering",on-site,full time,experienced,,2 months ago,sheraton, cairo, egypt
